index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
872,Automatic Headphones Charger,Phone lead way no road everybody book.,"Holloway, Acevedo and Good",Health & Wellness,636.0,INR,548,6674500000000.0,AntiqueWhite,limited_stock,71,807,324.36,311.64,49.0,261758.52,177749.28
873,Pro Powerbank Radio Fast Edge,Field player sister wife capital lot scientist.,"Wolf, Sherman and Michael",Books & Stationery,519.0,INR,924,3267150000000.0,DarkGoldenRod,in_stock,88,951,306.21,212.79,41.0,291205.71,282938.04
874,Portable Fridge Fan Bicycle Air Air,Tax big ten store cost rise up.,Davis-Burgess,Camping & Hiking,14.0,INR,691,2258370000000.0,DarkOrange,backorder,55,869,12.88,1.12,8.0,11192.72,8900.08
875,Fast Drone Speaker Speaker Ultra,Film on next anyone allow country great.,Bray-Klein,Headphones & Earbuds,613.0,INR,545,9885480000000.0,ForestGreen,out_of_stock,54,285,318.76,294.24,48.0,90846.6,173724.2
876,Charger Stove Watch,Direction market even new same light suggest.,Turner Inc,Grooming Tools,900.0,INR,476,3005420000000.0,Silver,pre_order,36,765,531.0,369.0,41.0,406215.0,252756.0
877,Rechargeable Thermostat Webcam Bicycle,Care risk Republican young.,Villarreal Ltd,Kitchen Appliances,867.0,INR,333,3966480000000.0,Cornsilk,limited_stock,78,974,520.2,346.8,40.0,506674.8,173226.6
878,Advanced Charger Bicycle Cooker,Attack think event choice.,"Schwartz, Shaw and Case",Health & Wellness,616.0,INR,564,4916690000000.0,WhiteSmoke,in_stock,44,57,462.0,154.0,25.0,26334.0,260568.0
879,Eco Headphones Wireless Plus Compact,Office response ahead see sit billion.,"Munoz, Walsh and Keith",Headphones & Earbuds,480.0,INR,553,6094820000000.0,LightGoldenRodYellow,discontinued,49,555,360.0,120.0,25.0,199800.0,199080.0
880,Silent Radio Mini,Unit writer everybody represent with might trouble.,Santos-Barber,Health & Wellness,417.0,INR,288,6386160000000.0,Gold,backorder,82,780,308.58,108.42,26.0,240692.4,88871.04
881,Smart Oven Trimmer Dock Smart Mini Edge,Research box thing rather task.,"Chambers, Dorsey and Dougherty",Home & Kitchen,635.0,INR,504,8814940000000.0,DarkOliveGreen,pre_order,25,813,438.15,196.85,31.0,356215.95,220827.6
882,Dock,No believe run send likely note.,Rodgers-Copeland,Men's Clothing,31.0,INR,491,7640050000000.0,Fuchsia,pre_order,27,769,20.46,10.54,34.0,15733.74,10045.86
883,Fast Projector Smart,Style story environment customer movement animal become.,Dominguez-Mcneil,Automotive,895.0,INR,854,5823250000000.0,Crimson,pre_order,45,615,563.85,331.15,37.0,346767.75,481527.9
884,Fast Cooker Ultra Automatic X,Serious huge threat fill capital mention suffer.,Ho-Mcpherson,Fitness Equipment,134.0,INR,57,4303850000000.0,RoyalBlue,backorder,69,523,108.54,25.46,19.0,56766.42,6186.78
885,Portable Radio Mixer Portable Portable,Seat improve pick win.,"Mcintosh, Lynn and Taylor",Home Decor,921.0,INR,998,2487110000000.0,Cyan,discontinued,85,288,847.32,73.68,8.0,244028.16,845625.36
886,Premium Router Freezer Webcam,Chance much list follow ability be simple.,"Cabrera, Lester and Hanna",Beauty & Personal Care,284.0,INR,659,9290970000000.0,LightCyan,out_of_stock,76,341,193.12,90.88,32.0,65853.92,127266.08
887,Fast Speaker Keyboard,Relationship fish card structure.,Trujillo-Hardin,Clothing & Apparel,118.0,INR,964,6830850000000.0,LightYellow,backorder,51,207,110.92,7.08,6.0,22960.44,106926.88
888,Webcam,Way spend hair speech.,"Arellano, Obrien and Warner",Fishing & Hunting,900.0,INR,841,8452190000000.0,MintCream,discontinued,25,507,531.0,369.0,41.0,269217.0,446571.0
889,Eco Tablet Router Printer Sense Mini Go,Indeed list lot professional.,"Schaefer, Wells and Guerra",Fragrances,387.0,INR,815,8782470000000.0,LavenderBlush,discontinued,47,416,267.03,119.97,31.0,111084.48,217629.45
890,Smart Tablet,Within out stage consumer your finally.,Michael Inc,Skincare,369.0,INR,316,2622350000000.0,Purple,out_of_stock,79,57,309.96,59.04,16.0,17667.72,97947.36
891,Wireless Mouse Radio Light Touch Eco,Like remain detail fast wall picture note.,"Newton, Singleton and Hoffman",Camping & Hiking,394.0,INR,781,4289290000000.0,MediumOrchid,discontinued,54,83,295.5,98.5,25.0,24526.5,230785.5
892,Smart Mixer Vacuum Pro,Sign she million present office capital.,"Carrillo, Sims and Hebert",Fragrances,50.0,INR,570,4382090000000.0,SteelBlue,backorder,79,444,40.0,10.0,20.0,17760.0,22800.0
893,Pro Mouse Heater Lite,Hear western coach open.,"Sullivan, Villa and Trevino",Office Supplies,99.0,INR,261,4022420000000.0,PowderBlue,in_stock,27,328,91.08,7.92,8.0,29874.24,23771.88
894,Rechargeable Powerbank Automatic,Work everything minute black.,"George, Pruitt and Roach",Shoes & Footwear,86.0,INR,306,5702690000000.0,CadetBlue,pre_order,26,784,59.34,26.66,31.0,46522.56,18158.04
895,Shaver Drone,Knowledge member rate music institution trial.,Stafford-Fowler,"Accessories (Bags, Hats, Belts)",93.0,INR,405,6381990000000.0,Peru,pre_order,5,437,77.19,15.81,17.0,33732.03,31261.95
896,Advanced Tablet Cooler Fridge,Health per smile stuff him.,Cantrell PLC,Home Decor,679.0,INR,208,9669290000000.0,BlueViolet,backorder,64,952,645.05,33.95,5.0,614087.6,134170.4
897,Digital Freezer,Nearly yet weight know.,Kelley Inc,Home Decor,522.0,INR,498,8661540000000.0,PaleGoldenRod,discontinued,88,775,281.88,240.12,46.0,218457.0,140376.24
898,Compact Mixer Vacuum Digital,Each cell trade prepare.,"Dorsey, Harrington and Franco",Fragrances,822.0,INR,242,8979760000000.0,DarkOliveGreen,pre_order,13,675,649.38,172.62,21.0,438331.5,157149.96
899,Automatic Clock Router Fridge,Financial us daughter difficult dream surface space.,"Guerra, Bush and Beltran",Beauty & Personal Care,870.0,INR,607,2554050000000.0,Ivory,limited_stock,60,448,565.5,304.5,35.0,253344.0,343258.5
900,Wireless Brush,Week forget town including letter.,Novak Ltd,Smartphones,35.0,INR,543,2049330000000.0,Chocolate,limited_stock,92,210,19.95,15.05,43.0,4189.5,10832.85
901,Ultra Webcam Cooker Toaster Automatic Go,Pattern air what.,Munoz-Byrd,Camping & Hiking,175.0,INR,395,4166220000000.0,CadetBlue,discontinued,86,707,94.5,80.5,46.0,66811.5,37327.5
902,Ultra Heater Cooker Portable,Entire economic final above until quite write.,Mueller Group,Health & Wellness,432.0,INR,701,1533280000000.0,YellowGreen,backorder,56,628,272.16,159.84,37.0,170916.48,190784.16
903,Radio Bicycle Cooler,Be he couple citizen always third.,Conway Group,Health & Wellness,648.0,INR,47,497192000000.0,LightSlateGray,limited_stock,70,100,498.96,149.04,23.0,49896.0,23451.12
904,Ultra Grill Charger Headphones,Provide also peace appear serve keep discussion operation.,"Delacruz, Donaldson and Bolton",Cleaning Supplies,701.0,INR,37,7269580000000.0,PapayaWhip,in_stock,19,910,476.68,224.32,32.0,433778.8,17637.16
905,Automatic Trimmer Webcam Heater Digital Prime,Control candidate couple.,Daniels Ltd,"Accessories (Bags, Hats, Belts)",540.0,INR,817,390068000000.0,LightSeaGreen,pre_order,96,430,421.2,118.8,22.0,181116.0,344120.4
906,Premium Thermostat Automatic,You treat detail million.,"Solomon, Levine and Crane",Bedding & Bath,776.0,INR,216,493202000000.0,MediumVioletRed,backorder,61,156,566.48,209.52,27.0,88370.88,122359.68
907,Advanced Blender Max,Decide recently keep treat.,Bray Ltd,Toys & Games,337.0,INR,903,725453000000.0,Green,in_stock,81,154,283.08,53.92,16.0,43594.32,255621.24
908,Smart Fan,Job strong around smile.,"Ballard, Atkins and Baxter",Women's Clothing,212.0,INR,642,9824910000000.0,Blue,discontinued,85,733,190.8,21.2,10.0,139856.4,122493.6
909,Premium Lock Bicycle Advanced Automatic,Goal project never feeling several process something.,Miller Inc,Haircare,566.0,INR,406,2791110000000.0,Violet,limited_stock,50,612,305.64,260.36,46.0,187051.68,124089.84
910,Automatic Cooler Treadmill,Establish seat computer traditional worker subject fast.,Mason Ltd,Home & Kitchen,641.0,INR,257,7214140000000.0,Coral,discontinued,73,842,576.9,64.1,10.0,485749.8,148263.3
911,Fan,Manager war behind build.,"Burgess, Gay and Bray",Furniture,832.0,INR,274,1378290000000.0,SandyBrown,pre_order,89,712,590.72,241.28,29.0,420592.64,161857.28
912,Clean Phone Thermostat One,Surface expert international someone find less law.,Bowman-Padilla,Kids' Clothing,150.0,INR,526,7359190000000.0,MediumOrchid,in_stock,89,836,114.0,36.0,24.0,95304.0,59964.0
913,Ultra Oven Scale,City carry take talk care including carry.,"Parks, Sharp and Oliver",Fragrances,692.0,INR,852,7662830000000.0,Ivory,out_of_stock,50,407,352.92,339.08,49.0,143638.44,300687.84
914,Clean Tablet,Fall certainly network among consider something the.,Cobb Inc,Smartphones,841.0,INR,474,1354310000000.0,SeaShell,in_stock,61,476,504.6,336.4,40.0,240189.6,239180.4
915,Keyboard Speaker,Necessary participant five bill third federal call.,Welch Group,Grooming Tools,978.0,INR,15,1197480000000.0,LemonChiffon,discontinued,71,905,537.9,440.1,45.0,486799.5,8068.5
916,Premium Vacuum Fan Clean Advanced Fast,Their pressure toward event allow together.,"Cole, Nguyen and Chaney",Clothing & Apparel,507.0,INR,719,441298000000.0,WhiteSmoke,limited_stock,63,443,436.02,70.98,14.0,193156.86,313498.38
917,Digital Lamp 360 Silent Smart,Program note really action quality.,"Massey, Houston and Schroeder",Skincare,211.0,INR,697,5747120000000.0,Gold,out_of_stock,65,744,122.38,88.62,42.0,91050.72,85298.86
918,Clean Brush Prime Pro Smart,About source community major.,"Delacruz, Rubio and Price",Smartphones,637.0,INR,505,7660240000000.0,HoneyDew,discontinued,98,342,452.27,184.73,29.0,154676.34,228396.35
919,Eco Mouse,Last role bill recent.,Benjamin-Aguilar,Kitchen Appliances,427.0,INR,237,4632500000000.0,OldLace,pre_order,76,946,367.22,59.78,14.0,347390.12,87031.14
920,Rechargeable Vacuum Webcam Clean X,Unit serious site value.,Kelly PLC,Women's Clothing,659.0,INR,877,6626540000000.0,DarkBlue,pre_order,50,945,342.68,316.32,48.0,323832.6,300530.36
921,Smart Speaker Clean,Before term know spend above garden.,Ingram-Boyd,Office Supplies,888.0,INR,925,2310120000000.0,DarkOliveGreen,out_of_stock,84,911,559.44,328.56,37.0,509649.84,517482.0
922,Smart Iron Thermostat Edge 360,Television ask quickly majority.,Campbell Inc,Headphones & Earbuds,181.0,INR,835,6331450000000.0,LightGreen,limited_stock,18,719,135.75,45.25,25.0,97604.25,113351.25
923,Silent Cooler Eco Silent,Forget standard remain yourself one necessary past.,"Hunt, Sanders and Tucker",Smartwatches,232.0,INR,185,2552000000000.0,AntiqueWhite,backorder,1,566,120.64,111.36,48.0,68282.24,22318.4
924,Pro Treadmill Dock,Yard bar use top.,"Pugh, Barrera and Valentine",Shoes & Footwear,99.0,INR,806,592576000000.0,LightYellow,out_of_stock,42,896,52.47,46.53,47.0,47013.12,42290.82
925,Mini Stove Wireless,Author matter party green information class second.,"Oneill, Powers and Payne",Home & Kitchen,347.0,INR,240,4929690000000.0,Teal,out_of_stock,56,82,298.42,48.58,14.0,24470.44,71620.8
926,Clean Oven Mouse Cooler Rechargeable Air Fast,I tree weight turn back appear.,Pena-Whitney,Kitchen Appliances,132.0,INR,312,9376920000000.0,Blue,limited_stock,72,626,113.52,18.48,14.0,71063.52,35418.24
927,Mini Keyboard Portable Clean,Military remain food yard kind arrive.,"Robles, Preston and Hensley",Fragrances,442.0,INR,947,4876430000000.0,PaleVioletRed,pre_order,53,72,331.5,110.5,25.0,23868.0,313930.5
928,Silent Scale Treadmill Premium,Imagine democratic other culture gun night article.,"Gomez, Shelton and Peterson",Books & Stationery,676.0,INR,942,9961880000000.0,RosyBrown,in_stock,27,286,601.64,74.36,11.0,172069.04,566744.88
929,Smart Toaster Scooter Max,Consumer none impact rich.,Williamson PLC,Women's Clothing,252.0,INR,118,3882850000000.0,DarkGray,backorder,45,408,171.36,80.64,32.0,69914.88,20220.48
930,Premium Kettle Vacuum,Question list fear fill kind practice newspaper.,"Snyder, White and Preston",Automotive,497.0,INR,55,8817390000000.0,Cornsilk,in_stock,54,376,263.41,233.59,47.0,99042.16,14487.55
931,Portable Dock Trimmer Silent,Impact pattern ten fast particularly fast quality happy.,Golden Group,Headphones & Earbuds,535.0,INR,646,3888600000000.0,MistyRose,backorder,32,591,347.75,187.25,35.0,205520.25,224646.5
932,Automatic Webcam Printer,Evidence family figure hear tax into challenge.,Clark-Charles,Fragrances,803.0,INR,788,6747620000000.0,LemonChiffon,in_stock,67,511,457.71,345.29,43.0,233889.81,360675.48
933,Fast Fan Sense Eco,First Democrat mean history above page.,Smith Inc,Fragrances,552.0,INR,346,8916590000000.0,Chocolate,backorder,15,254,518.88,33.12,6.0,131795.52,179532.48
934,Smart Shaver Edge,Door collection need religious create.,Barrera-Lucero,Office Supplies,102.0,INR,350,4637450000000.0,Tomato,backorder,18,881,59.16,42.84,42.0,52119.96,20706.0
935,Eco Camera Keyboard Mini Wireless,Development traditional food scientist money say conference.,May-Delacruz,Grooming Tools,596.0,INR,823,8846560000000.0,LightGoldenRodYellow,in_stock,76,507,476.8,119.2,20.0,241737.6,392406.4
936,Rechargeable Dock Portable Digital,Look figure ball or.,"Bradshaw, Green and Adams",Fragrances,269.0,INR,133,7760950000000.0,Gray,discontinued,83,311,158.71,110.29,41.0,49358.81,21108.43
937,Clean Router Scanner,Imagine live radio information.,Stanton Group,Camping & Hiking,209.0,INR,135,9552780000000.0,Snow,limited_stock,42,516,127.49,81.51,39.0,65784.84,17211.15
938,Eco Mouse Mouse Router Portable Edge,Current rich American someone.,Gilbert-Mullins,Headphones & Earbuds,817.0,INR,114,8682050000000.0,LightCoral,pre_order,60,796,457.52,359.48,44.0,364185.92,52157.28
939,Silent Charger Monitor Brush Edge Touch,Particularly talk network region beat nor stage.,"Wallace, Ingram and Curtis",Beauty & Personal Care,118.0,INR,287,9307830000000.0,Salmon,out_of_stock,77,97,64.9,53.1,45.0,6295.3,18626.3
940,Speakerphone,Long yeah sound allow end responsibility line.,"Hess, Foster and Roy",Kids' Clothing,611.0,INR,619,6431130000000.0,Crimson,pre_order,78,95,391.04,219.96,36.0,37148.8,242053.76
941,Wireless Printer,Weight analysis society.,Yu-Nelson,Kitchen Appliances,735.0,INR,567,1790310000000.0,DarkViolet,pre_order,79,211,690.9,44.1,6.0,145779.9,391740.3
942,Portable Powerbank Radio Wireless Ultra,Great issue issue plant director.,Waters-Guerrero,Beauty & Personal Care,554.0,INR,482,537712000000.0,LightSteelBlue,out_of_stock,95,162,371.18,182.82,33.0,60131.16,178908.76
943,Clean Speaker Router Lamp Smart,About human task who.,Mckee PLC,Men's Clothing,395.0,INR,374,648436000000.0,LightYellow,discontinued,66,716,331.8,63.2,16.0,237568.8,124093.2
944,Eco Webcam Projector Lock Compact Plus Silent,Image suddenly become Mrs kitchen friend thousand again.,Simon Ltd,Automotive,641.0,INR,190,938856000000.0,Orchid,out_of_stock,25,831,474.34,166.66,26.0,394176.54,90124.6
945,Mini Heater X,By increase hair million fall.,"Weeks, Palmer and Thomas",Haircare,222.0,INR,600,4016740000000.0,SteelBlue,in_stock,13,328,122.1,99.9,45.0,40048.8,73260.0
946,Eco Speakerphone Stove Tablet Plus Touch Silent,Cause upon anyone cultural difference around suggest.,Hopkins-Schroeder,Bedding & Bath,286.0,INR,948,9473070000000.0,Chocolate,out_of_stock,10,626,260.26,25.74,9.0,162922.76,246726.48
947,Printer Charger Brush,Later end after wide gas study identify.,"Villanueva, Leonard and Wiggins",Kitchen Appliances,15.0,INR,73,1879500000000.0,Lime,discontinued,26,98,7.8,7.2,48.0,764.4,569.4
948,Premium Powerbank Edge Clean Smart,Process position station result provide.,Cook and Sons,"Accessories (Bags, Hats, Belts)",946.0,INR,932,1832620000000.0,Black,out_of_stock,12,452,813.56,132.44,14.0,367729.12,758237.92
949,Wireless Mouse Speaker Cooler,Experience apply toward well really.,"Dunlap, Rowe and Gallegos",Toys & Games,162.0,INR,497,5244610000000.0,MediumAquaMarine,discontinued,16,760,119.88,42.12,26.0,91108.8,59580.36
950,Smart Watch Air,Onto forget trouble field.,Whitehead Ltd,Bedding & Bath,799.0,INR,176,9678520000000.0,SandyBrown,in_stock,47,485,727.09,71.91,9.0,352638.65,127967.84
951,Smart Lock,Million response adult leg sense suffer.,"Petersen, Brewer and Mason",Fishing & Hunting,969.0,INR,317,6524840000000.0,Ivory,pre_order,17,60,862.41,106.59,11.0,51744.6,273383.97
952,Freezer,Popular still down evidence forget Mr.,"Carr, Carter and Kemp",Fishing & Hunting,470.0,INR,276,8212130000000.0,Crimson,out_of_stock,85,424,357.2,112.8,24.0,151452.8,98587.2
953,Ultra Headphones,Likely tree soon.,"Vang, Preston and Chambers",Camping & Hiking,955.0,INR,630,2291590000000.0,Orange,out_of_stock,82,650,639.85,315.15,33.0,415902.5,403105.5
954,Compact Lamp Grill Smart,Serve their rate my city drive.,Alvarado Inc,Fitness Equipment,202.0,INR,96,4002610000000.0,PaleGreen,discontinued,20,199,175.74,26.26,13.0,34972.26,16871.04
955,Scooter Bicycle Oven,Significant at final too fear later mean.,Macdonald Group,Cleaning Supplies,575.0,INR,119,8686280000000.0,PeachPuff,out_of_stock,96,849,299.0,276.0,48.0,253851.0,35581.0
956,Mini Keyboard Speakerphone Fan,Success enter mother through month without.,Campbell and Sons,Home Decor,487.0,INR,188,4224040000000.0,LightBlue,backorder,81,447,326.29,160.71,33.0,145851.63,61342.52
957,Ultra Dock Router Webcam Silent Eco,Successful better different conference who.,Hughes Ltd,Camping & Hiking,735.0,INR,172,4209530000000.0,Bisque,out_of_stock,89,716,676.2,58.8,8.0,484159.2,116306.4
958,Automatic Printer Lock Thermostat Ultra Smart Prime,Professor degree also only.,"Ramsey, Flynn and Lamb","Accessories (Bags, Hats, Belts)",442.0,INR,453,4614520000000.0,DarkKhaki,limited_stock,66,316,256.36,185.64,42.0,81009.76,116131.08
959,Automatic Shaver Grill Smart,Least century partner nature.,Mcmahon-Copeland,Sports & Outdoors,637.0,INR,874,8167410000000.0,MidnightBlue,out_of_stock,98,470,579.67,57.33,9.0,272444.9,506631.58
960,Pro Blender Edge Wireless Portable,Foot thing side.,Pacheco PLC,Beauty & Personal Care,377.0,INR,36,8683310000000.0,Tan,in_stock,5,880,331.76,45.24,12.0,291948.8,11943.36
961,Fast Projector,Shake identify assume heart.,Costa-Wilcox,Automotive,789.0,INR,432,8269450000000.0,Coral,backorder,97,985,607.53,181.47,23.0,598417.05,262452.96
962,Portable Router Edge Mini Digital,Behavior discussion former leave drive.,"Pearson, Herrera and Dunlap",Camping & Hiking,978.0,INR,198,6271030000000.0,PeachPuff,in_stock,83,633,547.68,430.32,44.0,346681.44,108440.64
963,Keyboard Speakerphone Fan,Color source speech by.,"Paul, Olson and Bright",Kids' Clothing,59.0,INR,359,7504300000000.0,Azure,backorder,14,68,40.12,18.88,32.0,2728.16,14403.08
964,Portable Headphones Stove,Commercial hold able especially billion certain.,"Barr, Holmes and Leach",Health & Wellness,89.0,INR,79,2841010000000.0,MediumSlateBlue,discontinued,89,229,67.64,21.36,24.0,15489.56,5343.56
965,Projector,Wear season arm oil.,Hutchinson-Gaines,Skincare,392.0,INR,232,7257730000000.0,Azure,out_of_stock,15,792,235.2,156.8,40.0,186278.4,54566.4
